Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,Pathway_Name
gs_ind_0,PWY-7980,13/17,1.160746485179301e-09,7.893076099219247e-08,23.078003120124805,474.8115098835553,FEK30_RS15995;FEK30_RS07780;FEK30_RS07855;FEK30_RS07775;FEK30_RS07770;FEK30_RS16005;FEK30_RS07795;FEK30_RS07800;FEK30_RS07765;FEK30_RS07790;FEK30_RS07785;FEK30_RS16015;FEK30_RS07850,ATP biosynthesis
