Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,Pathway_Name
gs_ind_0,PHOTOALL-PWY,48/59,1.2245124595465275e-07,1.469414951455833e-05,4.653840385288383,74.068442739637,FEK30_RS08295;FEK30_RS02765;FEK30_RS05405;FEK30_RS04715;FEK30_RS11160;FEK30_RS08000;FEK30_RS02770;FEK30_RS02995;FEK30_RS09600;FEK30_RS16275;FEK30_RS05215;FEK30_RS13420;FEK30_RS08135;FEK30_RS04575;FEK30_RS10745;FEK30_RS03560;FEK30_RS05230;FEK30_RS12220;FEK30_RS07515;FEK30_RS13130;FEK30_RS05225;FEK30_RS10690;FEK30_RS13610;FEK30_RS09250;FEK30_RS09325;FEK30_RS07885;FEK30_RS02295;FEK30_RS04065;FEK30_RS04600;FEK30_RS13875;FEK30_RS12310;FEK30_RS08300;FEK30_RS13880;FEK30_RS01565;FEK30_RS09330;FEK30_RS08355;FEK30_RS12235;FEK30_RS07065;FEK30_RS10465;FEK30_RS10930;FEK30_RS07910;FEK30_RS14125;FEK30_RS13440;FEK30_RS15060;FEK30_RS05700;FEK30_RS05665;FEK30_RS05220;FEK30_RS14120,oxygenic photosynthesis
gs_ind_0,PWY-101,38/45,4.1920879860070395e-07,2.5152527916042237e-05,5.637099023709903,82.78021693614825,FEK30_RS08295;FEK30_RS02765;FEK30_RS05405;FEK30_RS04715;FEK30_RS11160;FEK30_RS08000;FEK30_RS02770;FEK30_RS09600;FEK30_RS16275;FEK30_RS05215;FEK30_RS08135;FEK30_RS10745;FEK30_RS03560;FEK30_RS05230;FEK30_RS07515;FEK30_RS13130;FEK30_RS05225;FEK30_RS13610;FEK30_RS09325;FEK30_RS07885;FEK30_RS02295;FEK30_RS04600;FEK30_RS13875;FEK30_RS12310;FEK30_RS08300;FEK30_RS13880;FEK30_RS01565;FEK30_RS09330;FEK30_RS08355;FEK30_RS12235;FEK30_RS10465;FEK30_RS10930;FEK30_RS07910;FEK30_RS14125;FEK30_RS15060;FEK30_RS05665;FEK30_RS05220;FEK30_RS14120,photosynthesis light reactions
gs_ind_0,PWY-7731,38/48,9.40781172600163e-06,0.00037631246904006515,4.01813110181311,46.50572954820131,FEK30_RS08295;FEK30_RS02765;FEK30_RS05405;FEK30_RS04715;FEK30_RS11160;FEK30_RS08000;FEK30_RS02770;FEK30_RS09600;FEK30_RS16275;FEK30_RS05215;FEK30_RS08135;FEK30_RS10745;FEK30_RS03560;FEK30_RS05230;FEK30_RS07515;FEK30_RS13130;FEK30_RS05225;FEK30_RS13610;FEK30_RS09325;FEK30_RS07885;FEK30_RS02295;FEK30_RS04600;FEK30_RS13875;FEK30_RS12310;FEK30_RS08300;FEK30_RS13880;FEK30_RS01565;FEK30_RS09330;FEK30_RS08355;FEK30_RS12235;FEK30_RS10465;FEK30_RS10930;FEK30_RS07910;FEK30_RS14125;FEK30_RS15060;FEK30_RS05665;FEK30_RS05220;FEK30_RS14120,superpathway of photosynthetic hydrogen production
gs_ind_0,PWY-7980,15/17,0.0007092059124746831,0.01782857074527353,6.714542056074766,48.6895928860557,FEK30_RS15990;FEK30_RS15995;FEK30_RS07780;FEK30_RS07855;FEK30_RS07775;FEK30_RS07770;FEK30_RS16005;FEK30_RS16000;FEK30_RS07795;FEK30_RS07800;FEK30_RS07765;FEK30_RS07790;FEK30_RS07785;FEK30_RS15980;FEK30_RS07850,ATP biosynthesis
gs_ind_0,PWY-8270,17/20,0.0007428571143863969,0.01782857074527353,5.419318607263198,39.0462276376764,FEK30_RS08295;FEK30_RS01565;FEK30_RS09330;FEK30_RS02765;FEK30_RS16275;FEK30_RS13610;FEK30_RS13880;FEK30_RS11160;FEK30_RS09325;FEK30_RS12235;FEK30_RS07885;FEK30_RS14125;FEK30_RS02770;FEK30_RS13875;FEK30_RS08300;FEK30_RS07515;FEK30_RS14120,cyclic electron flow
