Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,Pathway_Name
gs_ind_0,PWY-7980,15/17,2.7520087298563283e-13,1.5686449760181072e-11,53.465630397236616,1546.294206004694,FEK30_RS15990;FEK30_RS15995;FEK30_RS07780;FEK30_RS07855;FEK30_RS07775;FEK30_RS07770;FEK30_RS16005;FEK30_RS16000;FEK30_RS07795;FEK30_RS07765;FEK30_RS07790;FEK30_RS07785;FEK30_RS16015;FEK30_RS15980;FEK30_RS07850,ATP biosynthesis
