Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,Pathway_Name
gs_ind_0,PWY-7980,9/17,5.919828897608173e-05,0.00272312129289976,8.108322440087147,78.93142091767821,FEK30_RS15990;FEK30_RS15995;FEK30_RS07780;FEK30_RS16005;FEK30_RS16000;FEK30_RS07790;FEK30_RS07785;FEK30_RS16015;FEK30_RS15980,ATP biosynthesis
