Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,Pathway_Name
gs_ind_0,PWY-7980,17/17,0.0003125930474556397,0.04032450312177752,21.380456779416015,172.55329367888817,FEK30_RS15990;FEK30_RS15995;FEK30_RS07780;FEK30_RS07855;FEK30_RS07775;FEK30_RS07770;FEK30_RS16005;FEK30_RS16000;FEK30_RS15975;FEK30_RS07795;FEK30_RS07800;FEK30_RS07765;FEK30_RS07790;FEK30_RS07785;FEK30_RS16015;FEK30_RS15980;FEK30_RS07850,ATP biosynthesis
