Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,Pathway_Name
gs_ind_0,PWY-7980,6/17,6.184004648748811e-06,9.276006973123217e-05,19.24227508887066,230.78308246227024,FEK30_RS07780;FEK30_RS07775;FEK30_RS07770;FEK30_RS07765;FEK30_RS07790;FEK30_RS07785,ATP biosynthesis
gs_ind_0,PWY-7159,3/13,0.00618385522511489,0.046378914188361674,10.93939393939394,55.63571605703554,FEK30_RS01290;FEK30_RS14265;FEK30_RS01275,"3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)"
