transcript_id,gene_id
unassigned_transcript_1316,FEK30_RS07670
unassigned_transcript_1317,FEK30_RS07675
unassigned_transcript_1318,FEK30_RS07680
unassigned_transcript_1319,FEK30_RS07685
unassigned_transcript_1320,FEK30_RS07690
unassigned_transcript_1321,FEK30_RS07695
unassigned_transcript_1322,FEK30_RS07700
unassigned_transcript_1323,FEK30_RS07705
unassigned_transcript_1324,FEK30_RS07710
unassigned_transcript_1325,FEK30_RS07715
unassigned_transcript_1326,FEK30_RS07720
unassigned_transcript_1327,FEK30_RS07725
unassigned_transcript_1328,FEK30_RS07730
unassigned_transcript_1329,FEK30_RS07735
unassigned_transcript_1330,FEK30_RS07740
unassigned_transcript_1331,FEK30_RS07745
unassigned_transcript_1332,FEK30_RS07750
unassigned_transcript_1333,FEK30_RS07755
unassigned_transcript_1334,FEK30_RS07760
unassigned_transcript_1335,FEK30_RS07765
unassigned_transcript_1336,FEK30_RS07770
unassigned_transcript_1337,FEK30_RS07775
unassigned_transcript_1338,FEK30_RS07780
unassigned_transcript_1339,FEK30_RS07785
unassigned_transcript_1340,FEK30_RS07790
unassigned_transcript_1341,FEK30_RS07795
unassigned_transcript_1342,FEK30_RS07800
unassigned_transcript_1343,FEK30_RS07805
unassigned_transcript_1344,FEK30_RS07810
unassigned_transcript_1345,FEK30_RS07815
unassigned_transcript_1346,FEK30_RS07820
unassigned_transcript_1347,FEK30_RS07825
unassigned_transcript_1348,FEK30_RS07830
unassigned_transcript_1349,FEK30_RS07835
unassigned_transcript_1350,FEK30_RS07840
unassigned_transcript_1351,FEK30_RS07845
unassigned_transcript_1352,FEK30_RS07850
unassigned_transcript_1353,FEK30_RS07855
unassigned_transcript_1354,FEK30_RS07860
unassigned_transcript_1355,FEK30_RS07865
unassigned_transcript_1356,FEK30_RS07870
unassigned_transcript_1357,FEK30_RS07875
unassigned_transcript_1358,FEK30_RS07880
unassigned_transcript_1359,FEK30_RS07885
unassigned_transcript_1360,FEK30_RS16750
unassigned_transcript_1361,FEK30_RS07890
unassigned_transcript_1362,FEK30_RS07895
unassigned_transcript_1363,FEK30_RS07900
unassigned_transcript_1364,FEK30_RS07905
unassigned_transcript_1365,FEK30_RS07910
unassigned_transcript_1366,FEK30_RS07915
unassigned_transcript_1367,FEK30_RS07920
unassigned_transcript_1368,FEK30_RS07925
unassigned_transcript_1369,FEK30_RS17095
unassigned_transcript_1370,FEK30_RS07930
unassigned_transcript_1371,FEK30_RS07935
unassigned_transcript_1372,FEK30_RS07940
unassigned_transcript_1373,FEK30_RS07945
unassigned_transcript_1374,FEK30_RS07950
unassigned_transcript_1375,FEK30_RS07955
unassigned_transcript_1376,FEK30_RS07960
unassigned_transcript_1377,FEK30_RS07965
unassigned_transcript_1378,FEK30_RS07970
unassigned_transcript_1379,FEK30_RS07975
unassigned_transcript_1380,FEK30_RS07980
unassigned_transcript_1381,FEK30_RS07985
unassigned_transcript_1382,FEK30_RS07990
unassigned_transcript_1383,FEK30_RS07995
unassigned_transcript_1384,FEK30_RS08000
unassigned_transcript_1385,FEK30_RS08005
unassigned_transcript_1386,FEK30_RS08010
unassigned_transcript_1387,FEK30_RS08015
unassigned_transcript_1388,FEK30_RS08020
unassigned_transcript_1389,FEK30_RS08025
unassigned_transcript_1390,FEK30_RS08030
unassigned_transcript_1391,FEK30_RS08035
unassigned_transcript_1392,FEK30_RS08040
unassigned_transcript_1393,FEK30_RS08045
unassigned_transcript_1394,FEK30_RS08050
unassigned_transcript_1395,FEK30_RS08055
unassigned_transcript_1396,FEK30_RS08060
unassigned_transcript_1397,FEK30_RS08065
unassigned_transcript_1398,FEK30_RS08070
unassigned_transcript_1399,FEK30_RS08075
unassigned_transcript_1400,FEK30_RS08080
unassigned_transcript_1401,FEK30_RS08085
unassigned_transcript_1402,FEK30_RS08090
unassigned_transcript_1403,FEK30_RS08095
unassigned_transcript_1404,FEK30_RS08100
unassigned_transcript_1405,FEK30_RS08105
unassigned_transcript_1406,FEK30_RS08110
unassigned_transcript_1407,FEK30_RS08115
unassigned_transcript_1408,FEK30_RS08120
unassigned_transcript_1409,FEK30_RS08125
unassigned_transcript_1410,FEK30_RS08130
unassigned_transcript_1411,FEK30_RS08135
unassigned_transcript_1412,FEK30_RS08140
unassigned_transcript_1413,FEK30_RS08145
unassigned_transcript_1414,FEK30_RS08150
unassigned_transcript_1415,FEK30_RS08155
unassigned_transcript_1416,FEK30_RS08160
unassigned_transcript_1417,FEK30_RS08165
unassigned_transcript_1418,FEK30_RS08170
unassigned_transcript_1419,FEK30_RS08175
unassigned_transcript_1420,FEK30_RS08180
unassigned_transcript_1421,FEK30_RS08185
unassigned_transcript_1422,FEK30_RS08195
unassigned_transcript_1423,FEK30_RS08200
unassigned_transcript_1424,FEK30_RS08205
unassigned_transcript_1425,FEK30_RS08210
unassigned_transcript_1426,FEK30_RS08215
unassigned_transcript_1427,FEK30_RS08220
unassigned_transcript_1428,FEK30_RS08225
unassigned_transcript_1429,FEK30_RS08230
unassigned_transcript_1430,FEK30_RS08235
unassigned_transcript_1431,FEK30_RS08240
unassigned_transcript_1432,FEK30_RS08245
unassigned_transcript_1433,FEK30_RS08250
unassigned_transcript_1434,FEK30_RS08260
unassigned_transcript_1435,FEK30_RS08265
unassigned_transcript_1436,FEK30_RS08270
unassigned_transcript_1437,FEK30_RS08275
unassigned_transcript_1438,FEK30_RS08280
unassigned_transcript_1439,FEK30_RS08285
unassigned_transcript_1440,FEK30_RS08290
unassigned_transcript_1441,FEK30_RS17100
unassigned_transcript_1442,FEK30_RS08295
unassigned_transcript_1443,FEK30_RS08300
unassigned_transcript_1444,FEK30_RS08305
unassigned_transcript_1445,FEK30_RS08310
unassigned_transcript_1446,FEK30_RS08315
unassigned_transcript_1447,FEK30_RS08320
unassigned_transcript_1448,FEK30_RS08325
unassigned_transcript_1449,FEK30_RS08330
unassigned_transcript_1450,FEK30_RS08335
unassigned_transcript_1451,FEK30_RS08340
unassigned_transcript_1452,FEK30_RS08345
unassigned_transcript_1453,FEK30_RS08350
unassigned_transcript_1454,FEK30_RS08355
unassigned_transcript_1455,FEK30_RS17105
unassigned_transcript_1456,FEK30_RS08360
unassigned_transcript_1457,FEK30_RS08365
unassigned_transcript_1458,FEK30_RS08370
unassigned_transcript_1459,FEK30_RS08375
unassigned_transcript_1460,FEK30_RS16755
unassigned_transcript_1461,FEK30_RS08380
unassigned_transcript_1462,FEK30_RS08385
unassigned_transcript_1463,FEK30_RS08390
unassigned_transcript_1464,FEK30_RS08395
unassigned_transcript_1465,FEK30_RS08400
unassigned_transcript_1466,FEK30_RS08405
unassigned_transcript_1467,FEK30_RS08410
unassigned_transcript_1468,FEK30_RS08415
unassigned_transcript_1469,FEK30_RS08420
unassigned_transcript_1470,FEK30_RS08425
unassigned_transcript_1471,FEK30_RS08430
unassigned_transcript_1472,FEK30_RS08435
unassigned_transcript_1473,FEK30_RS08440
unassigned_transcript_1474,FEK30_RS08445
unassigned_transcript_1475,FEK30_RS08455
unassigned_transcript_1476,FEK30_RS08460
unassigned_transcript_1477,FEK30_RS08465
unassigned_transcript_1478,FEK30_RS08470
unassigned_transcript_1479,FEK30_RS08475
unassigned_transcript_1480,FEK30_RS08480
unassigned_transcript_1481,FEK30_RS08485
unassigned_transcript_1482,FEK30_RS08490
unassigned_transcript_1483,FEK30_RS08495
unassigned_transcript_1484,FEK30_RS08500
unassigned_transcript_1485,FEK30_RS08505
unassigned_transcript_1486,FEK30_RS08510
unassigned_transcript_1487,FEK30_RS08515
unassigned_transcript_1488,FEK30_RS08520
unassigned_transcript_1489,FEK30_RS08525
unassigned_transcript_1490,FEK30_RS08530
unassigned_transcript_1491,FEK30_RS08535
unassigned_transcript_1492,FEK30_RS08540
unassigned_transcript_1493,FEK30_RS08545
unassigned_transcript_1494,FEK30_RS08550
unassigned_transcript_1495,FEK30_RS08555
unassigned_transcript_1496,FEK30_RS08560
unassigned_transcript_1497,FEK30_RS08565
unassigned_transcript_1498,FEK30_RS08570
unassigned_transcript_1499,FEK30_RS08575
unassigned_transcript_1500,FEK30_RS08580
unassigned_transcript_1501,FEK30_RS08585
unassigned_transcript_1502,FEK30_RS08590
unassigned_transcript_1503,FEK30_RS08595
unassigned_transcript_1504,FEK30_RS08600
unassigned_transcript_1505,FEK30_RS08605
unassigned_transcript_1506,FEK30_RS08610
unassigned_transcript_1507,FEK30_RS08615
unassigned_transcript_1508,FEK30_RS08620
unassigned_transcript_1509,FEK30_RS08625
unassigned_transcript_1510,FEK30_RS08630
unassigned_transcript_1511,FEK30_RS08635
unassigned_transcript_1512,FEK30_RS17220
unassigned_transcript_1513,FEK30_RS08640
unassigned_transcript_1514,FEK30_RS08645
unassigned_transcript_1515,FEK30_RS08650
unassigned_transcript_1516,FEK30_RS08655
unassigned_transcript_1517,FEK30_RS08660
unassigned_transcript_1518,FEK30_RS08665
unassigned_transcript_1519,FEK30_RS08670
unassigned_transcript_1520,FEK30_RS08675
unassigned_transcript_1521,FEK30_RS08680
unassigned_transcript_1522,FEK30_RS08685
unassigned_transcript_1523,FEK30_RS08690
unassigned_transcript_1524,FEK30_RS08695
unassigned_transcript_1525,FEK30_RS08700
unassigned_transcript_1526,FEK30_RS08705
unassigned_transcript_1527,FEK30_RS08710
unassigned_transcript_1528,FEK30_RS08715
unassigned_transcript_1529,FEK30_RS08720
unassigned_transcript_1530,FEK30_RS08725
unassigned_transcript_1531,FEK30_RS08730
unassigned_transcript_1532,FEK30_RS08735
unassigned_transcript_1533,FEK30_RS08740
unassigned_transcript_1534,FEK30_RS08745
unassigned_transcript_1535,FEK30_RS08750
unassigned_transcript_1536,FEK30_RS08755
unassigned_transcript_1537,FEK30_RS08760
unassigned_transcript_1538,FEK30_RS08765
unassigned_transcript_1539,FEK30_RS08770
unassigned_transcript_1540,FEK30_RS08775
unassigned_transcript_1541,FEK30_RS08780
unassigned_transcript_1542,FEK30_RS08785
unassigned_transcript_1543,FEK30_RS08790
unassigned_transcript_1544,FEK30_RS08795
unassigned_transcript_1545,FEK30_RS08800
unassigned_transcript_1546,FEK30_RS08805
unassigned_transcript_1547,FEK30_RS08810
unassigned_transcript_1548,FEK30_RS08815
unassigned_transcript_1549,FEK30_RS08820
unassigned_transcript_1550,FEK30_RS08825
unassigned_transcript_1551,FEK30_RS08830
unassigned_transcript_1552,FEK30_RS08835
unassigned_transcript_1553,FEK30_RS08840
unassigned_transcript_1554,FEK30_RS08845
unassigned_transcript_1555,FEK30_RS08850
unassigned_transcript_1556,FEK30_RS08855
unassigned_transcript_1557,FEK30_RS08860
unassigned_transcript_1558,FEK30_RS08865
unassigned_transcript_1559,FEK30_RS08870
unassigned_transcript_1560,FEK30_RS08875
unassigned_transcript_1561,FEK30_RS08880
unassigned_transcript_1562,FEK30_RS08885
unassigned_transcript_1563,FEK30_RS08890
unassigned_transcript_1564,FEK30_RS08895
unassigned_transcript_1565,FEK30_RS08900
unassigned_transcript_1566,FEK30_RS08905
unassigned_transcript_1567,FEK30_RS08910
unassigned_transcript_1568,FEK30_RS08915
unassigned_transcript_1569,FEK30_RS08920
unassigned_transcript_1570,FEK30_RS08925
unassigned_transcript_1571,FEK30_RS08930
unassigned_transcript_1572,FEK30_RS08935
unassigned_transcript_1573,FEK30_RS08940
unassigned_transcript_1574,FEK30_RS08945
unassigned_transcript_1575,FEK30_RS08950
unassigned_transcript_1576,FEK30_RS17110
unassigned_transcript_1577,FEK30_RS08955
unassigned_transcript_1578,FEK30_RS08960
unassigned_transcript_1579,FEK30_RS08965
unassigned_transcript_1580,FEK30_RS08970
unassigned_transcript_1581,FEK30_RS08975
unassigned_transcript_1582,FEK30_RS08980
unassigned_transcript_1583,FEK30_RS08985
unassigned_transcript_1584,FEK30_RS08990
unassigned_transcript_1585,FEK30_RS08995
unassigned_transcript_1586,FEK30_RS09000
unassigned_transcript_1587,FEK30_RS09005
unassigned_transcript_1588,FEK30_RS09010
unassigned_transcript_1589,FEK30_RS09015
unassigned_transcript_1590,FEK30_RS09020
unassigned_transcript_1591,FEK30_RS09025
unassigned_transcript_1592,FEK30_RS09030
unassigned_transcript_1593,FEK30_RS09035
unassigned_transcript_1594,FEK30_RS09040
unassigned_transcript_1595,FEK30_RS09045
unassigned_transcript_1596,FEK30_RS09050
unassigned_transcript_1597,FEK30_RS09055
unassigned_transcript_1598,FEK30_RS09060
unassigned_transcript_1599,FEK30_RS09065
unassigned_transcript_1600,FEK30_RS09070
unassigned_transcript_1601,FEK30_RS09075
unassigned_transcript_1602,FEK30_RS09080
unassigned_transcript_1603,FEK30_RS09085
unassigned_transcript_1604,FEK30_RS09090
unassigned_transcript_1605,FEK30_RS09095
unassigned_transcript_1606,FEK30_RS09100
unassigned_transcript_1607,FEK30_RS09105
unassigned_transcript_1608,FEK30_RS09110
unassigned_transcript_1609,FEK30_RS09115
unassigned_transcript_1610,FEK30_RS09120
unassigned_transcript_1611,FEK30_RS09125
unassigned_transcript_1612,FEK30_RS09130
unassigned_transcript_1613,FEK30_RS09135
unassigned_transcript_1614,FEK30_RS09140
unassigned_transcript_1615,FEK30_RS09145
unassigned_transcript_1616,FEK30_RS09150
unassigned_transcript_1617,FEK30_RS09155
unassigned_transcript_1618,FEK30_RS09160
unassigned_transcript_1619,FEK30_RS09165
unassigned_transcript_1620,FEK30_RS09170
unassigned_transcript_1621,FEK30_RS09175
unassigned_transcript_1622,FEK30_RS09180
unassigned_transcript_1623,FEK30_RS09185
unassigned_transcript_1624,FEK30_RS09190
unassigned_transcript_1625,FEK30_RS09195
unassigned_transcript_1626,FEK30_RS09200
unassigned_transcript_1627,FEK30_RS09205
unassigned_transcript_1628,FEK30_RS09210
unassigned_transcript_1629,FEK30_RS09215
unassigned_transcript_1630,FEK30_RS09220
unassigned_transcript_1631,FEK30_RS09225
unassigned_transcript_1632,FEK30_RS09230
unassigned_transcript_1633,FEK30_RS09235
unassigned_transcript_1634,FEK30_RS09240
unassigned_transcript_1635,FEK30_RS09245
unassigned_transcript_1636,FEK30_RS09250
unassigned_transcript_1637,FEK30_RS09255
unassigned_transcript_1638,FEK30_RS09260
unassigned_transcript_1639,FEK30_RS09265
unassigned_transcript_1640,FEK30_RS09270
unassigned_transcript_1641,FEK30_RS09275
unassigned_transcript_1642,FEK30_RS17115
unassigned_transcript_1643,FEK30_RS09285
unassigned_transcript_1644,FEK30_RS09290
unassigned_transcript_1645,FEK30_RS09295
unassigned_transcript_1646,FEK30_RS09300
unassigned_transcript_1647,FEK30_RS09305
unassigned_transcript_1648,FEK30_RS09310
unassigned_transcript_1649,FEK30_RS09315
unassigned_transcript_1650,FEK30_RS09320
unassigned_transcript_1651,FEK30_RS09325
unassigned_transcript_1652,FEK30_RS09330
unassigned_transcript_1653,FEK30_RS09335
unassigned_transcript_1654,FEK30_RS09340
unassigned_transcript_1655,FEK30_RS09345
unassigned_transcript_1656,FEK30_RS09350
unassigned_transcript_1657,FEK30_RS09355
unassigned_transcript_1658,FEK30_RS09360
unassigned_transcript_1659,FEK30_RS09365
unassigned_transcript_1660,FEK30_RS09370
unassigned_transcript_1661,FEK30_RS09375
unassigned_transcript_1662,FEK30_RS09380
unassigned_transcript_1663,FEK30_RS09385
unassigned_transcript_1664,FEK30_RS09390
unassigned_transcript_1665,FEK30_RS09395
unassigned_transcript_1666,FEK30_RS09400
unassigned_transcript_1667,FEK30_RS09405
unassigned_transcript_1668,FEK30_RS09410
unassigned_transcript_1669,FEK30_RS09415
unassigned_transcript_1670,FEK30_RS09420
unassigned_transcript_1671,FEK30_RS09425
unassigned_transcript_1672,FEK30_RS09430
unassigned_transcript_1673,FEK30_RS09435
unassigned_transcript_1674,FEK30_RS09440
unassigned_transcript_1675,FEK30_RS09445
unassigned_transcript_1676,FEK30_RS09450
unassigned_transcript_1677,FEK30_RS09455
unassigned_transcript_1678,FEK30_RS09460
unassigned_transcript_1679,FEK30_RS09465
unassigned_transcript_1680,FEK30_RS09470
unassigned_transcript_1681,FEK30_RS09475
unassigned_transcript_1682,FEK30_RS16760
unassigned_transcript_1683,FEK30_RS09480
unassigned_transcript_1684,FEK30_RS09485
unassigned_transcript_1685,FEK30_RS09490
unassigned_transcript_1686,FEK30_RS09495
unassigned_transcript_1687,FEK30_RS09500
unassigned_transcript_1688,FEK30_RS09505
unassigned_transcript_1689,FEK30_RS09510
unassigned_transcript_1690,FEK30_RS09515
unassigned_transcript_1691,FEK30_RS09520
unassigned_transcript_1692,FEK30_RS09525
unassigned_transcript_1693,FEK30_RS09530
unassigned_transcript_1694,FEK30_RS09535
unassigned_transcript_1695,FEK30_RS09540
unassigned_transcript_1696,FEK30_RS09545
unassigned_transcript_1697,FEK30_RS09550
unassigned_transcript_1698,FEK30_RS09555
unassigned_transcript_1699,FEK30_RS09560
unassigned_transcript_1700,FEK30_RS09565
unassigned_transcript_1701,FEK30_RS09570
unassigned_transcript_1702,FEK30_RS17300
unassigned_transcript_1703,FEK30_RS09580
unassigned_transcript_1704,FEK30_RS09585
unassigned_transcript_1705,FEK30_RS09590
unassigned_transcript_1706,FEK30_RS09595
unassigned_transcript_1707,FEK30_RS09600
unassigned_transcript_1708,FEK30_RS09605
unassigned_transcript_1709,FEK30_RS09610
unassigned_transcript_1710,FEK30_RS09615
unassigned_transcript_1711,FEK30_RS09620
unassigned_transcript_1712,FEK30_RS09625
unassigned_transcript_1713,FEK30_RS09630
unassigned_transcript_1714,FEK30_RS09635
unassigned_transcript_1715,FEK30_RS09640
unassigned_transcript_1716,FEK30_RS09645
unassigned_transcript_1717,FEK30_RS09650
unassigned_transcript_1718,FEK30_RS09655
unassigned_transcript_1719,FEK30_RS09660
unassigned_transcript_1720,FEK30_RS09665
unassigned_transcript_1721,FEK30_RS09670
unassigned_transcript_1722,FEK30_RS09675
unassigned_transcript_1723,FEK30_RS09680
unassigned_transcript_1724,FEK30_RS09685
unassigned_transcript_1725,FEK30_RS09690
unassigned_transcript_1726,FEK30_RS09695
unassigned_transcript_1727,FEK30_RS09700
unassigned_transcript_1728,FEK30_RS09705
unassigned_transcript_1729,FEK30_RS09710
unassigned_transcript_1730,FEK30_RS09715
unassigned_transcript_1731,FEK30_RS09720
unassigned_transcript_1732,FEK30_RS09725
unassigned_transcript_1733,FEK30_RS09730
unassigned_transcript_1734,FEK30_RS09735
unassigned_transcript_1735,FEK30_RS09740
unassigned_transcript_1736,FEK30_RS09745
unassigned_transcript_1737,FEK30_RS16765
unassigned_transcript_1738,FEK30_RS09750
unassigned_transcript_1739,FEK30_RS09755
unassigned_transcript_1740,FEK30_RS09760
unassigned_transcript_1741,FEK30_RS09765
unassigned_transcript_1742,FEK30_RS09770
unassigned_transcript_1743,FEK30_RS09775
unassigned_transcript_1744,FEK30_RS09780
unassigned_transcript_1745,FEK30_RS09785
unassigned_transcript_1746,FEK30_RS09790
unassigned_transcript_1747,FEK30_RS09795
unassigned_transcript_1748,FEK30_RS09800
unassigned_transcript_1749,FEK30_RS09805
unassigned_transcript_1750,FEK30_RS09810
unassigned_transcript_1751,FEK30_RS09815
unassigned_transcript_1752,FEK30_RS09820
unassigned_transcript_1753,FEK30_RS09825
unassigned_transcript_1754,FEK30_RS09830
unassigned_transcript_1755,FEK30_RS09835
unassigned_transcript_1756,FEK30_RS09840
unassigned_transcript_1757,FEK30_RS09845
unassigned_transcript_1758,FEK30_RS09850
unassigned_transcript_1759,FEK30_RS09855
unassigned_transcript_1760,FEK30_RS09860
unassigned_transcript_1761,FEK30_RS09865
unassigned_transcript_1762,FEK30_RS09870
unassigned_transcript_1763,FEK30_RS09875
unassigned_transcript_1764,FEK30_RS09880
unassigned_transcript_1765,FEK30_RS09885
unassigned_transcript_1766,FEK30_RS09890
unassigned_transcript_1767,FEK30_RS09895
unassigned_transcript_1768,FEK30_RS09900
unassigned_transcript_1769,FEK30_RS09905
unassigned_transcript_1770,FEK30_RS09910
unassigned_transcript_1771,FEK30_RS09915
unassigned_transcript_1772,FEK30_RS09920
unassigned_transcript_1773,FEK30_RS09925
unassigned_transcript_1774,FEK30_RS17225
unassigned_transcript_1775,FEK30_RS09935
unassigned_transcript_1776,FEK30_RS09940
unassigned_transcript_1777,FEK30_RS09945
unassigned_transcript_1778,FEK30_RS09950
unassigned_transcript_1779,FEK30_RS09955
unassigned_transcript_1780,FEK30_RS09960
unassigned_transcript_1781,FEK30_RS09965
unassigned_transcript_1782,FEK30_RS09970
unassigned_transcript_1783,FEK30_RS09975
unassigned_transcript_1784,FEK30_RS09980
unassigned_transcript_1785,FEK30_RS09985
unassigned_transcript_1786,FEK30_RS09990
unassigned_transcript_1787,FEK30_RS09995
unassigned_transcript_1788,FEK30_RS10000
unassigned_transcript_1789,FEK30_RS10005
unassigned_transcript_1790,FEK30_RS10010
unassigned_transcript_1791,FEK30_RS10015
unassigned_transcript_1792,FEK30_RS10020
unassigned_transcript_1793,FEK30_RS10025
unassigned_transcript_1794,FEK30_RS10030
unassigned_transcript_1795,FEK30_RS10035
unassigned_transcript_1796,FEK30_RS16770
unassigned_transcript_1797,FEK30_RS10040
unassigned_transcript_1798,FEK30_RS10045
unassigned_transcript_1799,FEK30_RS10050
unassigned_transcript_1800,FEK30_RS10055
unassigned_transcript_1801,FEK30_RS10060
unassigned_transcript_1802,FEK30_RS10065
unassigned_transcript_1803,FEK30_RS10070
unassigned_transcript_1804,FEK30_RS10075
unassigned_transcript_1805,FEK30_RS10080
unassigned_transcript_1806,FEK30_RS10085
unassigned_transcript_1807,FEK30_RS10090
unassigned_transcript_1808,FEK30_RS10095
unassigned_transcript_1809,FEK30_RS10100
unassigned_transcript_1810,FEK30_RS10105
unassigned_transcript_1811,FEK30_RS10110
unassigned_transcript_1812,FEK30_RS10115
unassigned_transcript_1813,FEK30_RS10120
unassigned_transcript_1814,FEK30_RS10125
unassigned_transcript_1815,FEK30_RS10130
unassigned_transcript_1816,FEK30_RS10135
unassigned_transcript_1817,FEK30_RS10140
unassigned_transcript_1818,FEK30_RS10145
unassigned_transcript_1819,FEK30_RS10150
unassigned_transcript_1820,FEK30_RS10155
unassigned_transcript_1821,FEK30_RS10160
unassigned_transcript_1822,FEK30_RS10165
unassigned_transcript_1823,FEK30_RS10170
unassigned_transcript_1824,FEK30_RS10175
unassigned_transcript_1825,FEK30_RS10180
unassigned_transcript_1826,FEK30_RS10185
unassigned_transcript_1827,FEK30_RS10190
unassigned_transcript_1828,FEK30_RS10195
unassigned_transcript_1829,FEK30_RS10200
unassigned_transcript_1830,FEK30_RS10205
unassigned_transcript_1831,FEK30_RS10210
unassigned_transcript_1832,FEK30_RS10215
unassigned_transcript_1833,FEK30_RS10220
unassigned_transcript_1834,FEK30_RS10225
unassigned_transcript_1835,FEK30_RS10230
unassigned_transcript_1836,FEK30_RS10235
unassigned_transcript_1837,FEK30_RS10240
unassigned_transcript_1838,FEK30_RS10245
unassigned_transcript_1839,FEK30_RS10250
unassigned_transcript_1840,FEK30_RS10255
unassigned_transcript_1841,FEK30_RS10260
unassigned_transcript_1842,FEK30_RS10265
unassigned_transcript_1843,FEK30_RS10270
unassigned_transcript_1844,FEK30_RS10275
unassigned_transcript_1845,FEK30_RS10280
unassigned_transcript_1846,FEK30_RS10285
unassigned_transcript_1847,FEK30_RS10290
unassigned_transcript_1848,FEK30_RS10295
unassigned_transcript_1849,FEK30_RS10300
unassigned_transcript_1850,FEK30_RS10305
unassigned_transcript_1851,FEK30_RS10310
unassigned_transcript_1852,FEK30_RS10315
unassigned_transcript_1853,FEK30_RS10320
unassigned_transcript_1854,FEK30_RS10325
unassigned_transcript_1855,FEK30_RS10330
unassigned_transcript_1856,FEK30_RS10335
unassigned_transcript_1857,FEK30_RS10340
unassigned_transcript_1858,FEK30_RS10345
unassigned_transcript_1859,FEK30_RS10350
unassigned_transcript_1860,FEK30_RS10355
unassigned_transcript_1861,FEK30_RS10360
unassigned_transcript_1862,FEK30_RS10365
unassigned_transcript_1863,FEK30_RS10370
unassigned_transcript_1864,FEK30_RS10375
unassigned_transcript_1865,FEK30_RS10380
unassigned_transcript_1866,FEK30_RS10385
unassigned_transcript_1867,FEK30_RS10390
unassigned_transcript_1868,FEK30_RS10395
unassigned_transcript_1869,FEK30_RS10400
unassigned_transcript_1870,FEK30_RS10405
unassigned_transcript_1871,FEK30_RS10410
unassigned_transcript_1872,FEK30_RS10415
unassigned_transcript_1873,FEK30_RS10420
unassigned_transcript_1874,FEK30_RS10425
unassigned_transcript_1875,FEK30_RS10430
unassigned_transcript_1876,FEK30_RS10435
unassigned_transcript_1877,FEK30_RS10440
unassigned_transcript_1878,FEK30_RS10445
unassigned_transcript_1879,FEK30_RS10450
unassigned_transcript_1880,FEK30_RS10455
unassigned_transcript_1881,FEK30_RS10460
unassigned_transcript_1882,FEK30_RS10465
unassigned_transcript_1883,FEK30_RS17120
unassigned_transcript_1884,FEK30_RS10470
unassigned_transcript_1885,FEK30_RS10475
unassigned_transcript_1886,FEK30_RS10480
unassigned_transcript_1887,FEK30_RS10485
unassigned_transcript_1888,FEK30_RS10490
unassigned_transcript_1889,FEK30_RS10495
unassigned_transcript_1890,FEK30_RS10500
unassigned_transcript_1891,FEK30_RS10505
unassigned_transcript_1892,FEK30_RS10510
unassigned_transcript_1893,FEK30_RS10515
unassigned_transcript_1894,FEK30_RS10520
unassigned_transcript_1895,FEK30_RS10525
unassigned_transcript_1896,FEK30_RS10530
unassigned_transcript_1897,FEK30_RS10535
unassigned_transcript_1898,FEK30_RS10540
unassigned_transcript_1899,FEK30_RS10545
unassigned_transcript_1900,FEK30_RS10550
unassigned_transcript_1901,FEK30_RS10555
unassigned_transcript_1902,FEK30_RS10560
unassigned_transcript_1903,FEK30_RS10565
unassigned_transcript_1904,FEK30_RS17305
unassigned_transcript_1905,FEK30_RS17310
unassigned_transcript_1906,FEK30_RS10575
unassigned_transcript_1907,FEK30_RS10580
unassigned_transcript_1908,FEK30_RS10585
unassigned_transcript_1909,FEK30_RS10590
unassigned_transcript_1910,FEK30_RS10595
unassigned_transcript_1911,FEK30_RS10600
unassigned_transcript_1912,FEK30_RS10605
unassigned_transcript_1913,FEK30_RS10610
unassigned_transcript_1914,FEK30_RS10615
unassigned_transcript_1915,FEK30_RS10620
unassigned_transcript_1916,FEK30_RS10625
unassigned_transcript_1917,FEK30_RS10630
unassigned_transcript_1918,FEK30_RS10635
unassigned_transcript_1919,FEK30_RS10640
unassigned_transcript_1920,FEK30_RS10645
unassigned_transcript_1921,FEK30_RS10650
unassigned_transcript_1922,FEK30_RS10655
unassigned_transcript_1923,FEK30_RS10660
unassigned_transcript_1924,FEK30_RS10665
unassigned_transcript_1925,FEK30_RS10670
unassigned_transcript_1926,FEK30_RS10675
unassigned_transcript_1927,FEK30_RS10680
unassigned_transcript_1928,FEK30_RS10685
unassigned_transcript_1929,FEK30_RS10690
unassigned_transcript_1930,FEK30_RS10695
unassigned_transcript_1931,FEK30_RS10700
unassigned_transcript_1932,FEK30_RS10705
unassigned_transcript_1933,FEK30_RS10710
unassigned_transcript_1934,FEK30_RS10715
unassigned_transcript_1935,FEK30_RS10720
unassigned_transcript_1936,FEK30_RS10725
unassigned_transcript_1937,FEK30_RS17230
unassigned_transcript_1938,FEK30_RS10735
unassigned_transcript_1939,FEK30_RS10740
unassigned_transcript_1940,FEK30_RS10745
unassigned_transcript_1941,FEK30_RS10750
unassigned_transcript_1942,FEK30_RS10755
unassigned_transcript_1943,FEK30_RS10760
unassigned_transcript_1944,FEK30_RS10765
unassigned_transcript_1945,FEK30_RS10770
unassigned_transcript_1946,FEK30_RS10775
unassigned_transcript_1947,FEK30_RS10780
unassigned_transcript_1948,FEK30_RS16895
unassigned_transcript_1949,FEK30_RS10790
unassigned_transcript_1950,FEK30_RS10795
