transcript_id,gene_id
unassigned_transcript_665,FEK30_RS04470
unassigned_transcript_666,FEK30_RS04475
unassigned_transcript_667,FEK30_RS04480
unassigned_transcript_668,FEK30_RS04485
unassigned_transcript_669,FEK30_RS04490
unassigned_transcript_670,FEK30_RS04495
unassigned_transcript_671,FEK30_RS04500
unassigned_transcript_672,FEK30_RS04505
unassigned_transcript_673,FEK30_RS04510
unassigned_transcript_674,FEK30_RS04515
unassigned_transcript_675,FEK30_RS04520
unassigned_transcript_676,FEK30_RS04525
unassigned_transcript_677,FEK30_RS04530
unassigned_transcript_678,FEK30_RS04535
unassigned_transcript_679,FEK30_RS04540
unassigned_transcript_680,FEK30_RS04545
unassigned_transcript_681,FEK30_RS04550
unassigned_transcript_682,FEK30_RS04555
unassigned_transcript_683,FEK30_RS04560
unassigned_transcript_684,FEK30_RS04565
unassigned_transcript_685,FEK30_RS04570
unassigned_transcript_686,FEK30_RS04575
unassigned_transcript_687,FEK30_RS04580
unassigned_transcript_688,FEK30_RS04585
unassigned_transcript_689,FEK30_RS04590
unassigned_transcript_690,FEK30_RS04595
unassigned_transcript_691,FEK30_RS04600
unassigned_transcript_692,FEK30_RS04605
unassigned_transcript_693,FEK30_RS04610
unassigned_transcript_694,FEK30_RS04615
unassigned_transcript_695,FEK30_RS04620
unassigned_transcript_696,FEK30_RS04625
unassigned_transcript_697,FEK30_RS04630
unassigned_transcript_698,FEK30_RS04635
unassigned_transcript_699,FEK30_RS04640
unassigned_transcript_700,FEK30_RS04645
unassigned_transcript_701,FEK30_RS04650
unassigned_transcript_702,FEK30_RS04655
unassigned_transcript_703,FEK30_RS04660
unassigned_transcript_704,FEK30_RS04665
unassigned_transcript_705,FEK30_RS16715
unassigned_transcript_706,FEK30_RS04670
unassigned_transcript_707,FEK30_RS04675
unassigned_transcript_708,FEK30_RS04680
unassigned_transcript_709,FEK30_RS04685
unassigned_transcript_710,FEK30_RS04690
unassigned_transcript_711,FEK30_RS04695
unassigned_transcript_712,FEK30_RS04700
unassigned_transcript_713,FEK30_RS04705
unassigned_transcript_714,FEK30_RS04710
unassigned_transcript_715,FEK30_RS04715
unassigned_transcript_716,FEK30_RS04720
unassigned_transcript_717,FEK30_RS04725
unassigned_transcript_718,FEK30_RS04730
unassigned_transcript_719,FEK30_RS04735
unassigned_transcript_720,FEK30_RS04740
unassigned_transcript_721,FEK30_RS04745
unassigned_transcript_722,FEK30_RS04750
unassigned_transcript_723,FEK30_RS04755
unassigned_transcript_724,FEK30_RS04760
unassigned_transcript_725,FEK30_RS04765
unassigned_transcript_726,FEK30_RS04770
unassigned_transcript_727,FEK30_RS04775
unassigned_transcript_728,FEK30_RS04780
unassigned_transcript_729,FEK30_RS04785
unassigned_transcript_730,FEK30_RS04790
unassigned_transcript_731,FEK30_RS17050
unassigned_transcript_732,FEK30_RS04795
unassigned_transcript_733,FEK30_RS04800
unassigned_transcript_734,FEK30_RS04805
unassigned_transcript_735,FEK30_RS04810
unassigned_transcript_736,FEK30_RS04815
unassigned_transcript_737,FEK30_RS04820
unassigned_transcript_738,FEK30_RS04825
unassigned_transcript_739,FEK30_RS04830
unassigned_transcript_740,FEK30_RS04835
unassigned_transcript_741,FEK30_RS04840
unassigned_transcript_742,FEK30_RS04845
unassigned_transcript_743,FEK30_RS04850
unassigned_transcript_744,FEK30_RS04855
unassigned_transcript_745,FEK30_RS04860
unassigned_transcript_746,FEK30_RS04865
unassigned_transcript_747,FEK30_RS04870
unassigned_transcript_748,FEK30_RS04875
unassigned_transcript_749,FEK30_RS04880
unassigned_transcript_750,FEK30_RS04885
unassigned_transcript_751,FEK30_RS04890
unassigned_transcript_752,FEK30_RS04895
unassigned_transcript_753,FEK30_RS04900
unassigned_transcript_754,FEK30_RS04905
unassigned_transcript_755,FEK30_RS04910
unassigned_transcript_756,FEK30_RS04915
unassigned_transcript_757,FEK30_RS04920
unassigned_transcript_758,FEK30_RS04925
unassigned_transcript_759,FEK30_RS04930
unassigned_transcript_760,FEK30_RS04935
unassigned_transcript_761,FEK30_RS04940
unassigned_transcript_762,FEK30_RS04945
unassigned_transcript_763,FEK30_RS04950
unassigned_transcript_764,FEK30_RS04955
unassigned_transcript_765,FEK30_RS04960
unassigned_transcript_766,FEK30_RS04965
unassigned_transcript_767,FEK30_RS04970
unassigned_transcript_768,FEK30_RS04975
unassigned_transcript_769,FEK30_RS04980
unassigned_transcript_770,FEK30_RS04985
unassigned_transcript_771,FEK30_RS04990
unassigned_transcript_772,FEK30_RS04995
unassigned_transcript_773,FEK30_RS05000
unassigned_transcript_774,FEK30_RS05005
unassigned_transcript_775,FEK30_RS05010
unassigned_transcript_776,FEK30_RS05015
unassigned_transcript_777,FEK30_RS17290
unassigned_transcript_778,FEK30_RS05025
unassigned_transcript_779,FEK30_RS05030
unassigned_transcript_780,FEK30_RS05035
unassigned_transcript_781,FEK30_RS05040
unassigned_transcript_782,FEK30_RS05045
unassigned_transcript_783,FEK30_RS05050
unassigned_transcript_784,FEK30_RS05055
unassigned_transcript_785,FEK30_RS05060
unassigned_transcript_786,FEK30_RS05065
unassigned_transcript_787,FEK30_RS05070
unassigned_transcript_788,FEK30_RS05075
unassigned_transcript_789,FEK30_RS05080
unassigned_transcript_790,FEK30_RS17055
unassigned_transcript_791,FEK30_RS05085
unassigned_transcript_792,FEK30_RS05090
unassigned_transcript_793,FEK30_RS05095
unassigned_transcript_794,FEK30_RS05100
unassigned_transcript_795,FEK30_RS05105
unassigned_transcript_796,FEK30_RS05110
unassigned_transcript_797,FEK30_RS05115
unassigned_transcript_798,FEK30_RS05120
unassigned_transcript_799,FEK30_RS05125
unassigned_transcript_800,FEK30_RS05130
unassigned_transcript_801,FEK30_RS05135
unassigned_transcript_802,FEK30_RS05140
unassigned_transcript_803,FEK30_RS05145
unassigned_transcript_804,FEK30_RS05150
unassigned_transcript_805,FEK30_RS05155
unassigned_transcript_806,FEK30_RS05160
unassigned_transcript_807,FEK30_RS05165
unassigned_transcript_808,FEK30_RS05170
unassigned_transcript_809,FEK30_RS05175
unassigned_transcript_810,FEK30_RS05180
unassigned_transcript_811,FEK30_RS05185
unassigned_transcript_812,FEK30_RS05190
unassigned_transcript_813,FEK30_RS05195
unassigned_transcript_814,FEK30_RS05200
unassigned_transcript_815,FEK30_RS05205
unassigned_transcript_816,FEK30_RS05210
unassigned_transcript_817,FEK30_RS05215
unassigned_transcript_818,FEK30_RS05220
unassigned_transcript_819,FEK30_RS05225
unassigned_transcript_820,FEK30_RS05230
unassigned_transcript_821,FEK30_RS05235
unassigned_transcript_822,FEK30_RS05240
unassigned_transcript_823,FEK30_RS05245
unassigned_transcript_824,FEK30_RS05250
unassigned_transcript_825,FEK30_RS17060
unassigned_transcript_826,FEK30_RS05260
unassigned_transcript_827,FEK30_RS05265
unassigned_transcript_828,FEK30_RS05270
unassigned_transcript_829,FEK30_RS05275
unassigned_transcript_830,FEK30_RS05280
unassigned_transcript_831,FEK30_RS05285
unassigned_transcript_832,FEK30_RS05290
unassigned_transcript_833,FEK30_RS05295
unassigned_transcript_834,FEK30_RS05300
unassigned_transcript_835,FEK30_RS05305
unassigned_transcript_836,FEK30_RS05310
unassigned_transcript_837,FEK30_RS05315
unassigned_transcript_838,FEK30_RS05320
unassigned_transcript_839,FEK30_RS05325
unassigned_transcript_840,FEK30_RS05330
unassigned_transcript_841,FEK30_RS05335
unassigned_transcript_842,FEK30_RS05340
unassigned_transcript_843,FEK30_RS05345
unassigned_transcript_844,FEK30_RS05350
unassigned_transcript_845,FEK30_RS05355
unassigned_transcript_846,FEK30_RS05360
unassigned_transcript_847,FEK30_RS05365
unassigned_transcript_848,FEK30_RS17065
unassigned_transcript_849,FEK30_RS05375
unassigned_transcript_850,FEK30_RS05380
unassigned_transcript_851,FEK30_RS05385
unassigned_transcript_852,FEK30_RS16720
unassigned_transcript_853,FEK30_RS05390
unassigned_transcript_854,FEK30_RS05395
unassigned_transcript_855,FEK30_RS05400
unassigned_transcript_856,FEK30_RS05405
unassigned_transcript_857,FEK30_RS05410
unassigned_transcript_858,FEK30_RS05415
unassigned_transcript_859,FEK30_RS05420
unassigned_transcript_860,FEK30_RS05425
unassigned_transcript_861,FEK30_RS05430
unassigned_transcript_862,FEK30_RS05435
unassigned_transcript_863,FEK30_RS05440
unassigned_transcript_864,FEK30_RS05445
unassigned_transcript_865,FEK30_RS05450
unassigned_transcript_866,FEK30_RS05455
unassigned_transcript_867,FEK30_RS05460
unassigned_transcript_868,FEK30_RS05465
unassigned_transcript_869,FEK30_RS05470
unassigned_transcript_870,FEK30_RS05475
unassigned_transcript_871,FEK30_RS05480
unassigned_transcript_872,FEK30_RS05485
unassigned_transcript_873,FEK30_RS05490
unassigned_transcript_874,FEK30_RS05495
unassigned_transcript_875,FEK30_RS05500
unassigned_transcript_876,FEK30_RS05505
unassigned_transcript_877,FEK30_RS05510
unassigned_transcript_878,FEK30_RS05515
unassigned_transcript_879,FEK30_RS05520
unassigned_transcript_880,FEK30_RS05525
unassigned_transcript_881,FEK30_RS05530
unassigned_transcript_882,FEK30_RS05535
unassigned_transcript_883,FEK30_RS05540
unassigned_transcript_884,FEK30_RS05545
unassigned_transcript_885,FEK30_RS05550
unassigned_transcript_886,FEK30_RS05555
unassigned_transcript_887,FEK30_RS05560
unassigned_transcript_888,FEK30_RS05565
unassigned_transcript_889,FEK30_RS05570
unassigned_transcript_890,FEK30_RS05575
unassigned_transcript_891,FEK30_RS05580
unassigned_transcript_892,FEK30_RS05585
unassigned_transcript_893,FEK30_RS05590
unassigned_transcript_894,FEK30_RS05595
unassigned_transcript_895,FEK30_RS05600
unassigned_transcript_896,FEK30_RS05605
unassigned_transcript_897,FEK30_RS05610
unassigned_transcript_898,FEK30_RS05615
unassigned_transcript_899,FEK30_RS05620
unassigned_transcript_900,FEK30_RS05625
unassigned_transcript_901,FEK30_RS05630
unassigned_transcript_902,FEK30_RS05635
unassigned_transcript_903,FEK30_RS05640
unassigned_transcript_904,FEK30_RS05645
unassigned_transcript_905,FEK30_RS05650
unassigned_transcript_906,FEK30_RS05655
unassigned_transcript_907,FEK30_RS05660
unassigned_transcript_908,FEK30_RS05665
unassigned_transcript_909,FEK30_RS05670
unassigned_transcript_910,FEK30_RS05675
unassigned_transcript_911,FEK30_RS05680
unassigned_transcript_912,FEK30_RS05685
unassigned_transcript_913,FEK30_RS05690
unassigned_transcript_914,FEK30_RS05695
unassigned_transcript_915,FEK30_RS05700
unassigned_transcript_916,FEK30_RS05705
unassigned_transcript_917,FEK30_RS05710
unassigned_transcript_918,FEK30_RS05715
unassigned_transcript_919,FEK30_RS05720
unassigned_transcript_920,FEK30_RS05725
unassigned_transcript_921,FEK30_RS05730
unassigned_transcript_922,FEK30_RS05735
unassigned_transcript_923,FEK30_RS05740
unassigned_transcript_924,FEK30_RS05745
unassigned_transcript_925,FEK30_RS05750
unassigned_transcript_926,FEK30_RS05755
unassigned_transcript_927,FEK30_RS05760
unassigned_transcript_928,FEK30_RS05765
unassigned_transcript_929,FEK30_RS05770
unassigned_transcript_930,FEK30_RS05775
unassigned_transcript_931,FEK30_RS05780
unassigned_transcript_932,FEK30_RS05785
unassigned_transcript_933,FEK30_RS05790
unassigned_transcript_934,FEK30_RS05795
unassigned_transcript_935,FEK30_RS05800
unassigned_transcript_936,FEK30_RS05805
unassigned_transcript_937,FEK30_RS05810
unassigned_transcript_938,FEK30_RS17215
unassigned_transcript_939,FEK30_RS05820
unassigned_transcript_940,FEK30_RS05825
unassigned_transcript_941,FEK30_RS05830
unassigned_transcript_942,FEK30_RS17070
unassigned_transcript_943,FEK30_RS05835
unassigned_transcript_944,FEK30_RS05840
unassigned_transcript_945,FEK30_RS05845
unassigned_transcript_946,FEK30_RS05850
unassigned_transcript_947,FEK30_RS05855
unassigned_transcript_948,FEK30_RS05860
unassigned_transcript_949,FEK30_RS05865
unassigned_transcript_950,FEK30_RS05870
unassigned_transcript_951,FEK30_RS05875
unassigned_transcript_952,FEK30_RS05880
unassigned_transcript_953,FEK30_RS05885
unassigned_transcript_954,FEK30_RS05890
unassigned_transcript_955,FEK30_RS05895
unassigned_transcript_956,FEK30_RS05900
unassigned_transcript_957,FEK30_RS05905
unassigned_transcript_958,FEK30_RS05910
unassigned_transcript_959,FEK30_RS05915
unassigned_transcript_960,FEK30_RS05920
unassigned_transcript_961,FEK30_RS05925
unassigned_transcript_962,FEK30_RS05930
unassigned_transcript_963,FEK30_RS05935
unassigned_transcript_964,FEK30_RS05940
unassigned_transcript_965,FEK30_RS05945
unassigned_transcript_966,FEK30_RS17075
unassigned_transcript_967,FEK30_RS05950
unassigned_transcript_968,FEK30_RS05955
unassigned_transcript_969,FEK30_RS05960
unassigned_transcript_970,FEK30_RS05965
unassigned_transcript_971,FEK30_RS05970
unassigned_transcript_972,FEK30_RS05975
unassigned_transcript_973,FEK30_RS05980
unassigned_transcript_974,FEK30_RS05985
unassigned_transcript_975,FEK30_RS05990
unassigned_transcript_976,FEK30_RS05995
unassigned_transcript_977,FEK30_RS06000
unassigned_transcript_978,FEK30_RS06005
unassigned_transcript_979,FEK30_RS06010
unassigned_transcript_980,FEK30_RS06015
unassigned_transcript_981,FEK30_RS06020
unassigned_transcript_982,FEK30_RS06025
unassigned_transcript_983,FEK30_RS06030
unassigned_transcript_984,FEK30_RS06035
unassigned_transcript_985,FEK30_RS06040
unassigned_transcript_986,FEK30_RS06045
unassigned_transcript_987,FEK30_RS06050
unassigned_transcript_988,FEK30_RS06055
unassigned_transcript_989,FEK30_RS06060
unassigned_transcript_990,FEK30_RS06065
unassigned_transcript_991,FEK30_RS06070
unassigned_transcript_992,FEK30_RS06075
unassigned_transcript_993,FEK30_RS06080
unassigned_transcript_994,FEK30_RS06085
unassigned_transcript_995,FEK30_RS06090
unassigned_transcript_996,FEK30_RS06095
unassigned_transcript_997,FEK30_RS06100
unassigned_transcript_998,FEK30_RS06105
unassigned_transcript_999,FEK30_RS06110
unassigned_transcript_1000,FEK30_RS06115
unassigned_transcript_1001,FEK30_RS06125
unassigned_transcript_1002,FEK30_RS06130
unassigned_transcript_1003,FEK30_RS06135
unassigned_transcript_1004,FEK30_RS06140
unassigned_transcript_1005,FEK30_RS06145
unassigned_transcript_1006,FEK30_RS06150
unassigned_transcript_1007,FEK30_RS17205
unassigned_transcript_1008,FEK30_RS06160
unassigned_transcript_1009,FEK30_RS06165
unassigned_transcript_1010,FEK30_RS06170
unassigned_transcript_1011,FEK30_RS06175
unassigned_transcript_1012,FEK30_RS06180
unassigned_transcript_1013,FEK30_RS17295
unassigned_transcript_1014,FEK30_RS06190
unassigned_transcript_1015,FEK30_RS06195
unassigned_transcript_1016,FEK30_RS06200
unassigned_transcript_1017,FEK30_RS06205
unassigned_transcript_1018,FEK30_RS06210
unassigned_transcript_1019,FEK30_RS06215
unassigned_transcript_1020,FEK30_RS06220
unassigned_transcript_1021,FEK30_RS06225
unassigned_transcript_1022,FEK30_RS06230
unassigned_transcript_1023,FEK30_RS06235
unassigned_transcript_1024,FEK30_RS06240
unassigned_transcript_1025,FEK30_RS06245
unassigned_transcript_1026,FEK30_RS06250
unassigned_transcript_1027,FEK30_RS06255
unassigned_transcript_1028,FEK30_RS06260
unassigned_transcript_1029,FEK30_RS16725
unassigned_transcript_1030,FEK30_RS06265
unassigned_transcript_1031,FEK30_RS16730
unassigned_transcript_1032,FEK30_RS06270
unassigned_transcript_1033,FEK30_RS06275
unassigned_transcript_1034,FEK30_RS06280
unassigned_transcript_1035,FEK30_RS16735
unassigned_transcript_1036,FEK30_RS06285
unassigned_transcript_1037,FEK30_RS06290
unassigned_transcript_1038,FEK30_RS06295
unassigned_transcript_1039,FEK30_RS06300
unassigned_transcript_1040,FEK30_RS06305
unassigned_transcript_1041,FEK30_RS06310
unassigned_transcript_1042,FEK30_RS06315
unassigned_transcript_1043,FEK30_RS06320
unassigned_transcript_1044,FEK30_RS06325
unassigned_transcript_1045,FEK30_RS06330
unassigned_transcript_1046,FEK30_RS06335
unassigned_transcript_1047,FEK30_RS06340
unassigned_transcript_1048,FEK30_RS06345
unassigned_transcript_1049,FEK30_RS06350
unassigned_transcript_1050,FEK30_RS06355
unassigned_transcript_1051,FEK30_RS06360
unassigned_transcript_1052,FEK30_RS06365
unassigned_transcript_1053,FEK30_RS06370
unassigned_transcript_1054,FEK30_RS06375
unassigned_transcript_1055,FEK30_RS06380
unassigned_transcript_1056,FEK30_RS06385
unassigned_transcript_1057,FEK30_RS06390
unassigned_transcript_1058,FEK30_RS06395
unassigned_transcript_1059,FEK30_RS06400
unassigned_transcript_1060,FEK30_RS06405
unassigned_transcript_1061,FEK30_RS06410
unassigned_transcript_1062,FEK30_RS06415
unassigned_transcript_1063,FEK30_RS06420
unassigned_transcript_1064,FEK30_RS06425
unassigned_transcript_1065,FEK30_RS06430
unassigned_transcript_1066,FEK30_RS06435
unassigned_transcript_1067,FEK30_RS06440
unassigned_transcript_1068,FEK30_RS06445
unassigned_transcript_1069,FEK30_RS06450
unassigned_transcript_1070,FEK30_RS06455
unassigned_transcript_1071,FEK30_RS06460
unassigned_transcript_1072,FEK30_RS06465
unassigned_transcript_1073,FEK30_RS06470
unassigned_transcript_1074,FEK30_RS06475
unassigned_transcript_1075,FEK30_RS06480
unassigned_transcript_1076,FEK30_RS06485
unassigned_transcript_1077,FEK30_RS06490
unassigned_transcript_1078,FEK30_RS06495
unassigned_transcript_1079,FEK30_RS06500
unassigned_transcript_1080,FEK30_RS06505
unassigned_transcript_1081,FEK30_RS06510
unassigned_transcript_1082,FEK30_RS06515
unassigned_transcript_1083,FEK30_RS06520
unassigned_transcript_1084,FEK30_RS06525
unassigned_transcript_1085,FEK30_RS06530
unassigned_transcript_1086,FEK30_RS06535
unassigned_transcript_1087,FEK30_RS06540
unassigned_transcript_1088,FEK30_RS06545
unassigned_transcript_1089,FEK30_RS06550
unassigned_transcript_1090,FEK30_RS06555
unassigned_transcript_1091,FEK30_RS06560
unassigned_transcript_1092,FEK30_RS06565
unassigned_transcript_1093,FEK30_RS06570
unassigned_transcript_1094,FEK30_RS06575
unassigned_transcript_1095,FEK30_RS06580
unassigned_transcript_1096,FEK30_RS06585
unassigned_transcript_1097,FEK30_RS06590
unassigned_transcript_1098,FEK30_RS06595
unassigned_transcript_1099,FEK30_RS06600
unassigned_transcript_1100,FEK30_RS06605
unassigned_transcript_1101,FEK30_RS06610
unassigned_transcript_1102,FEK30_RS06615
unassigned_transcript_1103,FEK30_RS06620
unassigned_transcript_1104,FEK30_RS06625
unassigned_transcript_1105,FEK30_RS06630
unassigned_transcript_1106,FEK30_RS06635
unassigned_transcript_1107,FEK30_RS06640
unassigned_transcript_1108,FEK30_RS06645
unassigned_transcript_1109,FEK30_RS06650
unassigned_transcript_1110,FEK30_RS06655
unassigned_transcript_1111,FEK30_RS06660
unassigned_transcript_1112,FEK30_RS06665
unassigned_transcript_1113,FEK30_RS06670
unassigned_transcript_1114,FEK30_RS06675
unassigned_transcript_1115,FEK30_RS06680
unassigned_transcript_1116,FEK30_RS06685
unassigned_transcript_1117,FEK30_RS06690
unassigned_transcript_1118,FEK30_RS06695
unassigned_transcript_1119,FEK30_RS06700
unassigned_transcript_1120,FEK30_RS06705
unassigned_transcript_1121,FEK30_RS06710
unassigned_transcript_1122,FEK30_RS06715
unassigned_transcript_1123,FEK30_RS06720
unassigned_transcript_1124,FEK30_RS06725
unassigned_transcript_1125,FEK30_RS06730
unassigned_transcript_1126,FEK30_RS06735
unassigned_transcript_1127,FEK30_RS06740
unassigned_transcript_1128,FEK30_RS06745
unassigned_transcript_1129,FEK30_RS06750
unassigned_transcript_1130,FEK30_RS06755
unassigned_transcript_1131,FEK30_RS06760
unassigned_transcript_1132,FEK30_RS06765
unassigned_transcript_1133,FEK30_RS06770
unassigned_transcript_1134,FEK30_RS06775
unassigned_transcript_1135,FEK30_RS06780
unassigned_transcript_1136,FEK30_RS06785
unassigned_transcript_1137,FEK30_RS06790
unassigned_transcript_1138,FEK30_RS06795
unassigned_transcript_1139,FEK30_RS06800
unassigned_transcript_1140,FEK30_RS06805
unassigned_transcript_1141,FEK30_RS06810
unassigned_transcript_1142,FEK30_RS06815
unassigned_transcript_1143,FEK30_RS06820
unassigned_transcript_1144,FEK30_RS06825
unassigned_transcript_1145,FEK30_RS06830
unassigned_transcript_1146,FEK30_RS06835
unassigned_transcript_1147,FEK30_RS06840
unassigned_transcript_1148,FEK30_RS06845
unassigned_transcript_1149,FEK30_RS06850
unassigned_transcript_1150,FEK30_RS06855
unassigned_transcript_1151,FEK30_RS06860
unassigned_transcript_1152,FEK30_RS06865
unassigned_transcript_1153,FEK30_RS06870
unassigned_transcript_1154,FEK30_RS06875
unassigned_transcript_1155,FEK30_RS06880
unassigned_transcript_1156,FEK30_RS06885
unassigned_transcript_1157,FEK30_RS06890
unassigned_transcript_1158,FEK30_RS06895
unassigned_transcript_1159,FEK30_RS06900
unassigned_transcript_1160,FEK30_RS06905
unassigned_transcript_1161,FEK30_RS06910
unassigned_transcript_1162,FEK30_RS06915
unassigned_transcript_1163,FEK30_RS06920
unassigned_transcript_1164,FEK30_RS06925
unassigned_transcript_1165,FEK30_RS06930
unassigned_transcript_1166,FEK30_RS06935
unassigned_transcript_1167,FEK30_RS06940
unassigned_transcript_1168,FEK30_RS06945
unassigned_transcript_1169,FEK30_RS06950
unassigned_transcript_1170,FEK30_RS06955
unassigned_transcript_1171,FEK30_RS06960
unassigned_transcript_1172,FEK30_RS06965
unassigned_transcript_1173,FEK30_RS06970
unassigned_transcript_1174,FEK30_RS06975
unassigned_transcript_1175,FEK30_RS06980
unassigned_transcript_1176,FEK30_RS06985
unassigned_transcript_1177,FEK30_RS06990
unassigned_transcript_1178,FEK30_RS06995
unassigned_transcript_1179,FEK30_RS07000
unassigned_transcript_1180,FEK30_RS07005
unassigned_transcript_1181,FEK30_RS07010
unassigned_transcript_1182,FEK30_RS07015
unassigned_transcript_1183,FEK30_RS07020
unassigned_transcript_1184,FEK30_RS07025
unassigned_transcript_1185,FEK30_RS07030
unassigned_transcript_1186,FEK30_RS07035
unassigned_transcript_1187,FEK30_RS07040
unassigned_transcript_1188,FEK30_RS07045
unassigned_transcript_1189,FEK30_RS07050
unassigned_transcript_1190,FEK30_RS07055
unassigned_transcript_1191,FEK30_RS07060
unassigned_transcript_1192,FEK30_RS07065
unassigned_transcript_1193,FEK30_RS07070
unassigned_transcript_1194,FEK30_RS07075
unassigned_transcript_1195,FEK30_RS07080
unassigned_transcript_1196,FEK30_RS07085
unassigned_transcript_1197,FEK30_RS07090
unassigned_transcript_1198,FEK30_RS07095
unassigned_transcript_1199,FEK30_RS07100
unassigned_transcript_1200,FEK30_RS07105
unassigned_transcript_1201,FEK30_RS07110
unassigned_transcript_1202,FEK30_RS07115
unassigned_transcript_1203,FEK30_RS07120
unassigned_transcript_1204,FEK30_RS07125
unassigned_transcript_1205,FEK30_RS07130
unassigned_transcript_1206,FEK30_RS07135
unassigned_transcript_1207,FEK30_RS07140
unassigned_transcript_1208,FEK30_RS07145
unassigned_transcript_1209,FEK30_RS07150
unassigned_transcript_1210,FEK30_RS07155
unassigned_transcript_1211,FEK30_RS07160
unassigned_transcript_1212,FEK30_RS07165
unassigned_transcript_1213,FEK30_RS07170
unassigned_transcript_1214,FEK30_RS07175
unassigned_transcript_1215,FEK30_RS07180
unassigned_transcript_1216,FEK30_RS07185
unassigned_transcript_1217,FEK30_RS07190
unassigned_transcript_1218,FEK30_RS07195
unassigned_transcript_1219,FEK30_RS07200
unassigned_transcript_1220,FEK30_RS07205
unassigned_transcript_1221,FEK30_RS07210
unassigned_transcript_1222,FEK30_RS07215
unassigned_transcript_1223,FEK30_RS07220
unassigned_transcript_1224,FEK30_RS07225
unassigned_transcript_1225,FEK30_RS07230
unassigned_transcript_1226,FEK30_RS07235
unassigned_transcript_1227,FEK30_RS07240
unassigned_transcript_1228,FEK30_RS07245
unassigned_transcript_1229,FEK30_RS07250
unassigned_transcript_1230,FEK30_RS07255
unassigned_transcript_1231,FEK30_RS07260
unassigned_transcript_1232,FEK30_RS07265
unassigned_transcript_1233,FEK30_RS07270
unassigned_transcript_1234,FEK30_RS07275
unassigned_transcript_1235,FEK30_RS07280
unassigned_transcript_1236,FEK30_RS07285
unassigned_transcript_1237,FEK30_RS07290
unassigned_transcript_1238,FEK30_RS07295
unassigned_transcript_1239,FEK30_RS07300
unassigned_transcript_1240,FEK30_RS07305
unassigned_transcript_1241,FEK30_RS16740
unassigned_transcript_1242,FEK30_RS07310
unassigned_transcript_1243,FEK30_RS07315
unassigned_transcript_1244,FEK30_RS07320
unassigned_transcript_1245,FEK30_RS07325
unassigned_transcript_1246,FEK30_RS07330
unassigned_transcript_1247,FEK30_RS07335
unassigned_transcript_1248,FEK30_RS07340
unassigned_transcript_1249,FEK30_RS07345
unassigned_transcript_1250,FEK30_RS07350
unassigned_transcript_1251,FEK30_RS07355
unassigned_transcript_1252,FEK30_RS07360
unassigned_transcript_1253,FEK30_RS07365
unassigned_transcript_1254,FEK30_RS07370
unassigned_transcript_1255,FEK30_RS07375
unassigned_transcript_1256,FEK30_RS07380
unassigned_transcript_1257,FEK30_RS07385
unassigned_transcript_1258,FEK30_RS07390
unassigned_transcript_1259,FEK30_RS07395
unassigned_transcript_1260,FEK30_RS17085
unassigned_transcript_1261,FEK30_RS17090
unassigned_transcript_1262,FEK30_RS07405
unassigned_transcript_1263,FEK30_RS07410
unassigned_transcript_1264,FEK30_RS07415
unassigned_transcript_1265,FEK30_RS07420
unassigned_transcript_1266,FEK30_RS07425
unassigned_transcript_1267,FEK30_RS07430
unassigned_transcript_1268,FEK30_RS07435
unassigned_transcript_1269,FEK30_RS07440
unassigned_transcript_1270,FEK30_RS07445
unassigned_transcript_1271,FEK30_RS07450
unassigned_transcript_1272,FEK30_RS07455
unassigned_transcript_1273,FEK30_RS07460
unassigned_transcript_1274,FEK30_RS07465
unassigned_transcript_1275,FEK30_RS07470
unassigned_transcript_1276,FEK30_RS07475
unassigned_transcript_1277,FEK30_RS07480
unassigned_transcript_1278,FEK30_RS07485
unassigned_transcript_1279,FEK30_RS07490
unassigned_transcript_1280,FEK30_RS07495
unassigned_transcript_1281,FEK30_RS07500
unassigned_transcript_1282,FEK30_RS07505
unassigned_transcript_1283,FEK30_RS07510
unassigned_transcript_1284,FEK30_RS07515
unassigned_transcript_1285,FEK30_RS07520
unassigned_transcript_1286,FEK30_RS07525
unassigned_transcript_1287,FEK30_RS07530
unassigned_transcript_1288,FEK30_RS07535
unassigned_transcript_1289,FEK30_RS07540
unassigned_transcript_1290,FEK30_RS07545
unassigned_transcript_1291,FEK30_RS07550
unassigned_transcript_1292,FEK30_RS07555
unassigned_transcript_1293,FEK30_RS07560
unassigned_transcript_1294,FEK30_RS07565
unassigned_transcript_1295,FEK30_RS07570
unassigned_transcript_1296,FEK30_RS07575
unassigned_transcript_1297,FEK30_RS07580
unassigned_transcript_1298,FEK30_RS07585
unassigned_transcript_1299,FEK30_RS07590
unassigned_transcript_1300,FEK30_RS07595
unassigned_transcript_1301,FEK30_RS07600
unassigned_transcript_1302,FEK30_RS07605
unassigned_transcript_1303,FEK30_RS07610
unassigned_transcript_1304,FEK30_RS07615
unassigned_transcript_1305,FEK30_RS07620
unassigned_transcript_1306,FEK30_RS07625
unassigned_transcript_1307,FEK30_RS07630
unassigned_transcript_1308,FEK30_RS07635
unassigned_transcript_1309,FEK30_RS07640
unassigned_transcript_1310,FEK30_RS07645
unassigned_transcript_1311,FEK30_RS07650
unassigned_transcript_1312,FEK30_RS07655
unassigned_transcript_1313,FEK30_RS07660
unassigned_transcript_1314,FEK30_RS16745
unassigned_transcript_1315,FEK30_RS07665
