"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FEK30_RS10200",5325.05156420498,-0.906211865863357,0.0756117682743515,-11.9850637876268,4.25516680816861e-33,1.08868481682486e-32
"FEK30_RS10205",581.887113205881,-0.653185394837269,0.117729736903902,-5.5481767989547,2.88663899923341e-08,4.39831385892995e-08
"FEK30_RS10210",5270.95363858659,-0.10249870926151,0.11599629071979,-0.883637818291224,0.376891757098066,0.397333343923724
"FEK30_RS10215",3283.71212942873,-0.514071596500023,0.126485584751966,-4.06427022896009,4.81829774456029e-05,6.40989324478339e-05
"FEK30_RS10220",1572.89078455757,1.2526432177529,0.0924202558815515,13.5537735294558,7.52595534650569e-42,2.16942832284958e-41
"FEK30_RS10225",2139.00405157218,0.871579026274126,0.0716944133052873,12.1568611289528,5.27467077473493e-34,1.37482420887596e-33
"FEK30_RS10230",1868.26425441777,1.90281013511078,0.0784529518723386,24.2541560221609,5.97717366816672e-130,4.34548288238926e-129
"FEK30_RS10235",302.640882654538,2.55109272344691,0.135277376991112,18.8582361677114,2.51469915427153e-79,1.14449478582212e-78
"FEK30_RS10240",1668.37807230162,5.82813370814235,0.155518407200583,37.4755233997826,2.30713469981906e-307,5.81772074305725e-306
"FEK30_RS10245",1798.73297870519,0.601051306337027,0.067291887088287,8.93200253915375,4.18365888964668e-19,8.34049945307768e-19
"FEK30_RS10250",40.2845945622962,-0.874327710351344,0.31125842895401,-2.80900894247118,0.00496942662171727,0.00600061480335921
"FEK30_RS10255",2259.42579897902,0.53401972531631,0.105033483822156,5.08428080154439,3.69021659869132e-07,5.37125130511545e-07
"FEK30_RS10260",1292.44115891052,1.96045754714937,0.0872494646103556,22.4695653538335,8.23936085471961e-112,5.18246540053038e-111
"FEK30_RS10265",6257.42079437576,-1.82031861193088,0.084770915630418,-21.473386224434,2.76145794040178e-102,1.58712952262517e-101
"FEK30_RS10285",2819.18793328372,-0.235637078362574,0.0722380972835251,-3.26195023434421,0.00110648566665155,0.00138446731379423
"FEK30_RS10290",66.1156360206967,1.74467141464764,0.28953690791688,6.02573063033642,1.68347366507182e-09,2.66669088202379e-09
"FEK30_RS10295",12373.8490888103,2.36901185030211,0.0840897582165675,28.1724183841852,1.27358606224134e-174,1.34013811586974e-173
"FEK30_RS10300",96.7654443376634,0.650906497731898,0.223344414688257,2.91436210142273,0.00356416232830162,0.00433554557015048
"FEK30_RS10310",123.027176075908,-0.00140343694146095,0.175986234110416,-0.00797469727422214,0.993637179609332,0.994347681704154
"FEK30_RS10315",47.1054454695894,-1.11709341039239,0.30790934378925,-3.62799451502515,0.000285631327639679,0.000369617238124578
"FEK30_RS10320",154.35281577466,-1.46643652449449,0.175163738435697,-8.37180421924383,5.6742662527024e-17,1.08708222048693e-16
"FEK30_RS10325",138.60924199328,0.871979570022812,0.163953639595264,5.31845204641618,1.04653793819425e-07,1.55563446043851e-07
"FEK30_RS10335",139.539358882141,0.0347676595437082,0.171654259761025,0.202544694155049,0.839490921504395,0.852051046399489
"FEK30_RS10340",18.9113679097971,-1.74374383348904,0.532605704318986,-3.27398640185176,0.00106041714149383,0.0013286067945574
"FEK30_RS10345",357.198815595531,1.78805479325803,0.114991894057747,15.5493985720429,1.606069231518e-54,5.54986145557888e-54
"FEK30_RS10355",34.3707937203163,0.764194897605114,0.298131721230166,2.56327939359104,0.0103688571378162,0.012256094226667
"FEK30_RS10380",1893.4169717108,1.78115458449379,0.0918083232912894,19.4007963618129,7.59851789939643e-84,3.67962830456931e-83
"FEK30_RS10385",480.807306480029,0.927908908934668,0.140463908066805,6.60603084240937,3.94760681511636e-11,6.55747862048113e-11
"FEK30_RS10390",1068.03280564839,0.512750285043545,0.138886227316683,3.69187280085297,0.000222608797424633,0.00028940177612241
"FEK30_RS10395",168.1149059354,-1.21423759357273,0.153018375186363,-7.93524040556496,2.10087979276778e-15,3.85850560364634e-15
"FEK30_RS10400",37.8753127373635,-2.07127042951358,0.394256135388371,-5.25361622457244,1.49141486457037e-07,2.20404973914068e-07
"FEK30_RS10405",7911.96554874811,-3.38580684825929,0.104376860994762,-32.4382896361407,7.92292346602609e-231,1.21181763832825e-229
"FEK30_RS10410",2752.0447561554,-1.9267554614102,0.0972295439445684,-19.816563806045,2.14247685426777e-87,1.09430523998093e-86
"FEK30_RS10415",1944.41210374324,-2.20952749950624,0.0894293756467826,-24.706954325983,9.00413474939638e-135,6.77488525902163e-134
"FEK30_RS10420",28.3573508283659,-0.309617666638297,0.327478373875501,-0.945459887852032,0.344424140024711,0.364753374169189
"FEK30_RS10425",178.158625319199,-1.26295801074738,0.1834085870347,-6.88603533327714,5.73687475041585e-12,9.71416359734662e-12
"FEK30_RS10430",433.995510964636,-0.554959218609146,0.114281280279106,-4.85608156693542,1.19731397593688e-06,1.70983766257517e-06
"FEK30_RS10435",241.411351725249,-0.289876580323341,0.121058595120834,-2.39451465659254,0.0166423782924675,0.0194091736835902
