"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
112.725674173206,0.0149443292093279,0.183081681388797,0.0816265674204274,0.934943674040325,0.964412148999683,"FEK30_RS00025"
224.944297767785,-0.56578942698808,0.160444228984239,-3.52639313093436,0.000421261140921065,0.00236074743372165,"FEK30_RS00145"
261.390998867513,0.37771872512221,0.146529563850124,2.57776461757952,0.00994417101820538,0.0334898644146773,"FEK30_RS00170"
1038.25179285654,0.364569071204057,0.0925341906701443,3.93983098100066,8.15390357416573e-05,0.000574051201377196,"FEK30_RS00175"
124.352885914163,0.171180952927385,0.159909030183194,1.07048959481074,0.284398990081648,0.447437377994822,"FEK30_RS00190"
51.7879875559452,-0.658784240041218,0.226478438420533,-2.90881659479639,0.00362799628110765,0.0148403585104579,"FEK30_RS00205"
76.6860315034331,-0.0188601294691794,0.218876982322094,-0.086167715166254,0.931333094790285,0.962950306864347,"FEK30_RS00210"
120.256316661319,0.337719387897268,0.185658906968282,1.8190314346457,0.0689066344240623,0.155706765851792,"FEK30_RS00250"
8.87581554673809,-0.0225915628156527,0.537160859388191,-0.0420573510165722,0.966452979024967,0.977970836846499,"FEK30_RS00255"
6.57812424620006,0.886088856898925,0.734161094077754,1.2069406347554,0.227455007178927,0.378911373433623,"FEK30_RS00260"
4.89057471120944,-0.193028156668915,0.982467744443288,-0.196472767437565,0.84424014569582,0.912518073695268,"FEK30_RS00270"
120.009230773546,0.259394146053861,0.160790868653892,1.61323928544858,0.106692531462898,0.216789320637447,"FEK30_RS00275"
71.3636821045034,-0.271615083155208,0.233535725203182,-1.16305581477479,0.244806857621027,0.401374379785908,"FEK30_RS00290"
110.181713473019,0.109179360224289,0.17683803285431,0.617397504722515,0.536972567477229,0.688287801496429,"FEK30_RS00375"
81.5525635629262,-0.51551455994313,0.197258169793513,-2.61340029912456,0.00896462352206671,0.0308585689297677,"FEK30_RS00420"
5.48980303101886,1.1415134220146,0.70800635035547,1.61229263189727,0.106898275915335,0.217049977619397,"FEK30_RS00595"
200.634445614062,-0.15384142546379,0.186020306816525,-0.827014147522758,0.408229042768863,0.57273775392074,"FEK30_RS00615"
166.380024284684,-0.152529573740832,0.158660398400106,-0.961358822232287,0.336371781149556,0.502091346487054,"FEK30_RS00620"
6.17708362347975,-1.07069103996956,0.700304106223852,-1.52889441951567,0.126290619904956,0.245229602892367,"FEK30_RS00625"
209.491229402677,-0.192145786289774,0.125889778350302,-1.5263017284462,0.126934738408761,0.246081167842175,"FEK30_RS00635"
65.2462171708386,-0.247520635760702,0.20263439694714,-1.22151342264597,0.22189168662216,0.370966888970937,"FEK30_RS00640"
255.90914059173,-0.434830157081378,0.130472079006513,-3.33274490904428,0.000859937476308726,0.00434152217768838,"FEK30_RS00645"
34.639955714515,-0.429417834976092,0.335650985200723,-1.27935818427375,0.20077095192971,0.345128961538067,"FEK30_RS00650"
32.7820510530514,0.273663131674768,0.300583705996405,0.910439009884459,0.362591032717733,0.525325787836137,"FEK30_RS00680"
13.2261232941531,-0.0360853812959434,0.65936170152377,-0.0547277483853716,0.956355362470524,0.975483204302857,"FEK30_RS00785"
832.470592918158,-0.216324587284919,0.108586093944618,-1.99219420670248,0.0463497536407026,0.113723300964316,"FEK30_RS00820"
71.183277664597,-0.168010367825729,0.235987200149378,-0.711946951865947,0.4764976261354,0.634273799729877,"FEK30_RS00825"
44.6321439582833,-0.374290978228936,0.282675843378422,-1.32409962505309,0.185469960098705,0.325816931855318,"FEK30_RS00830"
9.76182174988354,-0.586978967618218,0.546514040194958,-1.07404188080662,0.282803911251029,0.44592940873685,"FEK30_RS00865"
39.8157480960383,0.017441328162662,0.314314816311807,0.0554899968360378,0.955748099041222,0.975483204302857,"FEK30_RS00945"
16.8557854223692,-0.563356788180567,0.571593000980416,-0.985590773879804,0.324333967252192,0.489910391504389,"FEK30_RS00955"
29.2555374847905,6.94944527512156,2.73660778272589,2.53943781019263,0.0111030783082929,0.0368280659769323,"FEK30_RS01000"
34.2712665471318,0.0886750197948745,0.309449951329072,0.28655690335067,0.774451617161341,0.863464668316808,"FEK30_RS01005"
140.234003211913,-0.0670706798896822,0.147928063416464,-0.453400648535884,0.650260269542547,0.774672310909106,"FEK30_RS01010"
85.76792301037,0.0779169583456322,0.187380075105933,0.415823071378227,0.677539475110354,0.792017358889951,"FEK30_RS01015"
292.125532036057,0.0917946235450244,0.157169491437544,0.584048613413639,0.559187605796732,0.705467659361749,"FEK30_RS01170"
1568.99394559435,-0.57685145655431,0.106841443895588,-5.39913572413009,6.69627018977354e-08,9.02064859218531e-07,"FEK30_RS01175"
142.776454286237,-0.356029329732726,0.151902370229843,-2.34380364963376,0.0190882173663563,0.0570813074285277,"FEK30_RS01180"
380.51219119424,0.0758725055051016,0.131567125445284,0.576682854841691,0.564153716588937,0.709815318312619,"FEK30_RS01185"
17010.6047714028,-0.785248435843025,0.0947858821691901,-8.28444508688941,1.18661049580181e-16,7.07421831752484e-15,"FEK30_RS01190"
1818.44021100028,0.169522219783748,0.157572679462745,1.07583510264435,0.282001010203413,0.445415349825233,"FEK30_RS01195"
424.436700579455,0.0944225392012776,0.123371055266497,0.76535406945586,0.444060735353846,0.604008825466736,"FEK30_RS01200"
82.4250193522434,0.0528926654921676,0.233776128767689,0.226253492052342,0.821004268434787,0.896513624378127,"FEK30_RS01205"
386.953894433178,-0.02148429906448,0.113656666078165,-0.189028059733026,0.850070824739311,0.916635644206158,"FEK30_RS01210"
